Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr
2019,December,Dickenson County,1003,2087,19625.95,,0
2020,December,Charles City County,210,581,31238,,
2021,August,Salem City,444,983,16663.82,,0
2020,August,Loudoun County,5918,20087,253245.67,2878,46734
2019,April,Harrisonburg City,2797,7769,160511.35,0,800
2020,January,Augusta County,2922,7440,294046.9,70,1500
2019,June,Richmond City,6219,12642,13917,,
2019,December,Newport News City,1659,4187,441731,450,12265
2020,September,Charlottesville City,1271,8916,44335.5,,0
2019,February,Alexandria City,3,6,,,
2020,August,King and Queen County,482,995,317791,,
2020,February,Alleghany County,359,934,32809.48,,0
2021,July,Dickenson County,495,894,12613.8,,44
2021,September,Salem City,,,13182.7,,0
2019,October,Carroll County,398,1032,12787.7,,0
2019,June,Russell County,965,2002,31639.15,,0
2020,September,Botetourt County,106,376,8986.6,,104
2020,July,Charlottesville City,1313,8853,67887.34,,11112
2019,January,Patrick County,887,2352,14136,,0
2019,June,Louisa County,25,59,,,
2019,July,Essex County,28,88,,,
2020,February,Amelia County,140,332,6253,,
2019,June,Galax City,760,1690,16015.5,139,0
2021,June,Arlington County,,,76827.07169,,4797
2020,January,Nottoway County,288,928,34484,,
2019,March,Craig County,55,67,5379,51,0
2019,April,Alexandria City,,,92974.2698,,1441
2019,December,Nottoway County,253,870,20497,,
2019,June,Virginia Beach City,4173,14580,261986,220,855
2020,October,Waynesboro City,210,563,21808.67,0,455
2021,April,Bedford County,740,2331,60456.4,83,0
2019,April,Carroll County,381,973,13462.09,,0
2021,April,Brunswick County,488,793,36083,,
2020,December,Bland County,292,721,29399.27,,0
2020,February,King George County,320,845,8386.41,,0
2019,October,Poquoson City,95,329,11306,0,
2020,January,Giles County,380,692,13884,1095,0
2021,June,Greensville County,74,656,139136,,
2019,August,Amherst County,1169,2338,109323.69,530,3588
2021,February,Emporia City,0,0,0,,
2021,March,Richmond County,34,84,606304,,
2021,January,Albemarle County,2650,7100,246745.34,55,1654
2021,February,Harrisonburg City,2550,6112,154093.07,23,8119
2019,October,Wythe County,925,2399,19869.98,,0
2021,March,Danville City,1922,4570,105304.42,,0
2020,December,BEDFORD COUNTY,495,1007,37808.3,,0
2020,August,PAGE COUNTY,320,556,43284.37,,0
2019,March,Pulaski County,832,4384,31244,205,0
2020,August,Alleghany County,239,670,43230.07,,0
2019,November,Caroline County,990,2615,28763,1121,2546
2019,April,Chesterfield County,4,4,,,
2019,November,Suffolk City,2338,5631,84411,250,2577
2019,July,STAUNTON CITY,501,5668,22947.72,,432
2019,March,Rappahannock County,287,713,17136.13,,0
2020,February,Warren County,657,1548,36655.01,251,0
2019,February,Lancaster County,400,855,68115,,
2019,July,Lee County,451,1253,25650.45,,0
2020,February,Highland County,72,119,3858.54,,0
2019,December,Culpeper County,549,1338,37657.72,,0
2019,March,Louisa County,24,91,,,
2020,May,STAUNTON CITY,308,3533,28964.09,,0
2020,April,Lynchburg City,12200,16048,209141.12,4259,43265
2021,June,Charlottesville City,894,6124,35982.58,477,8772
2019,December,Chesapeake City,3121,9057,233812,285,5504
2021,June,King and Queen County,246,518,176356,,
2019,April,Williamsburg City,184,407,32955,35,122
2019,May,Pittsylvania County,,,0,86,764
2020,January,Gloucester County,864,2561,94503,60,941
2019,September,Nottoway County,247,1401,26266,,
2019,November,Fredericksburg City,1254,2877,59755,2148,2578
2019,January,Emporia City,0,125,0,,
2021,April,Craig County,298,298,9785,21,0
2019,March,Augusta County,2659,6456,293694.83,383,1256
2019,November,PAGE COUNTY,282,485,49068.68,,0
2019,June,Franklin City,990,2291,27263,80,0
2020,May,Greensville County,53,196,104370,,
2019,July,Spotsylvania County,2243,7318,158206,288,461
2019,October,Spotsylvania County,2606,8516,189720,6621,7946
2020,November,Arlington County,,,87291.69487,,6843
2020,December,King and Queen County,0,0,0,,
2021,April,Madison County,168,377,30819.99,,0
2020,June,Franklin County,774,2095,33046.65,,0
2021,June,Danville City,1578,4082,101888,,0
2019,July,Franklin County,806,2601,39194.7,,0
2019,July,Russell County,885,2101,28063.1,,0
2019,December,Patrick County,999,2765,19855.83,,0
2019,April,BEDFORD COUNTY,430,932,15695.99,,0
2021,June,Fairfax County,,,746605.2814,,61572
2020,November,Rappahannock County,486,1234,20710.46,,0
2020,July,Prince Edward County,1500,2488,32763,,
2020,April,Arlington County,,,35221.6425,,
2020,November,Roanoke County,398,1239,28692.52,95,4664
2019,June,Sussex County,143,369,10272,,
2019,December,Harrisonburg City,2149,7023,161137.78,430,2887
2020,November,Frederick County,1951,4796,43275.76,,0
2019,January,Williamsburg City,196,554,52461,35,4338
2021,June,Bland County,213,506,50833.23,,0
2021,March,Craig County,58,58,9874,21,0
2019,April,Richmond County,2,2,353979,,
2019,February,Petersburg City,802,1892,20293,,
2020,August,Hanover County,858,2391,637,,
2019,September,Northumberland County,272,665,84208,,
2020,November,Salem City,606,1526,17907.35,,0
2020,December,Prince William County,,,1036634.379,,35107
2021,March,Rappahannock County,206,517,16740.79,,0
2019,June,Nottoway County,216,3733,20982,,
2020,May,Cumberland County,1384,2332,50546,,
2019,January,Orange County,425,1219,48414.8,,0
2020,December,Buckingham County,688,1221,26505.2,,0
2020,April,Dickenson County,735,1481,21831.43,,0
2019,February,King and Queen County,36,82,,,
2019,June,Northampton County,265,587,12418,85,561
2020,March,Richmond County,21,42,409416,,
2019,January,Greensville County,63,314,116645,,
2019,November,Chesapeake City,3596,11206,325850,285,3030
2021,February,Chesterfield County,2530,12048,711147,,
2021,June,Petersburg City,0,9736,0,,
2019,December,Galax City,0,0,1000,239,0
2019,March,Virginia Beach City,4274,18195,281331,220,3091
2021,March,Galax City,702,1596,14557.5,72,0
2019,April,Amelia County,153,514,10523,,
2019,March,Emporia City,0,0,0,,
2020,May,Norton City,478,1455,27471.45,,0
2021,March,Northumberland County,223,479,117635,,
2019,November,Shenandoah County,1525,4059,97820.16,,0
2020,August,Lunenburg County,802,2000,71579,,
2019,August,Prince Edward County,1569,3010,31447,,
2019,February,Rockingham County,1023,2654,84064.19,,0
2020,April,Petersburg City,0,5848,0,,
2019,April,Richmond County,1,1,,,
2020,February,Richmond County,1,1,,,
2020,May,Williamsburg City,1143,3934,109744,35,1889
2020,April,Spotsylvania County,2563,9001,320052.46,1106,3468
2021,June,Culpeper County,596,1532,45461.05,,0
2021,February,Fluvanna County,372,929,25658.42,90,1710
2021,September,Giles County,,,3256,,0
2019,June,Fauquier County,1,5,,,
2019,June,Prince William County,34,125,460,,0
2019,May,Fairfax County,,,640291.0662,,1476
2020,November,Amherst County,1431,3944,102283.58,0,9529
2019,November,King and Queen County,0,1669,0,,
2019,December,Craig County,56,71,4542,38,0
2020,July,Charlotte County,722,1393,2688,,
2019,May,Richmond City,6529,13430,23416,,
2019,October,Mecklenburg County,1213,2093,21815,,
2019,August,Surry County,116,199,21541,,
2020,June,PAGE COUNTY,379,637,59115.37,,0
2021,March,Fauquier County,716,1710,40396.73,,0
2019,December,Richmond County,1,1,,,
2020,July,Pittsylvania County,567,1409,16595.38,,0
2019,February,Halifax County,229,809,24083,,
2020,August,Emporia City,0,0,0,,
2019,June,Albemarle County,2478,6395,174420.28,0,0
2021,April,Scott County,358,677,26284.9,12,0
2019,April,Charlotte County,176,590,0,,
2021,May,Chesterfield County,2339,10846,718031,,
2019,September,Buena Vista City,819,1486,25146.84,,0
2019,May,Wythe County,970,2470,31371.73,,0
2021,February,Shenandoah County,614,1548,76526.4,,0
2021,March,Lee County,322,899,29267.2,18,2479
2021,January,Craig County,91,128,1930,22,1358
2020,May,Carroll County,275,646,12739.25,,0
2019,October,Halifax County,332,906,26911,,
2020,November,Loudoun County,4414,12875,201833.76,856,25251
2019,November,Buckingham County,998,1871,35055.83,,0
2020,February,Prince William County,,,228084.83,,4206
2019,November,Essex County,295,691,31264,,
2019,May,Emporia City,0,0,0,,
2020,November,Buchanan County,2333,5697,77231.65,320,0
2020,February,Frederick County,2423,6341,55778.99,,0
2019,July,Chesterfield County,6,7,,,
2020,October,Bristol City,522,2920,48255,167,838
2019,March,Alexandria City,1,2,,,
2019,August,Rappahannock County,245,782,16711.25,,0
2020,July,Colonial Heights City,59,126,45454,,
2019,March,Stafford County,1287,3973,66188,2406,2888
2019,March,Nelson County,614,1173,38851.76,,0
2020,July,Warren County,306,747,33832.68,0,0
2021,April,Mecklenburg County,1356,2098,7889,,
2020,October,Washington County,1502,6710,108556.61,,663
2019,January,Madison County,300,663,22473.28,,0
2019,October,Manassas City,4,4,,,
2021,May,Westmoreland County,294,751,6518,,
2019,May,Southampton County,636,1203,15983,105,1523
2020,April,Augusta County,2527,5905,232704.99,140,7856
2019,June,Middlesex County,492,784,11651,,
2021,May,Russell County,670,1891,46773,,0
2019,August,Galax City,804,1840,16415.7,,0
2019,February,Middlesex County,573,906,15507,,
2019,May,James City County,287,854,106146,245,5911
2020,May,Chesterfield County,2,2,,,
2020,December,Rockingham County,1592,3965,96143.62,292,7709
2020,April,Prince William County,,,177281.1962,,
2020,November,Richmond County,23,51,559323,,
2020,June,Spotsylvania County,1843,6271,459760.91,,0
2020,September,Colonial Heights City,0,1457,0,,
2019,September,Grayson County,683,1987,18122.8,,0
2019,September,Galax City,609,1366,7102,244,0
2019,September,Fauquier County,1,1,,,
2021,May,Lancaster County,335,613,69224,,
2019,October,Louisa County,21,70,,,
2021,June,King and Queen County,0,0,0,,
2019,March,Essex County,283,667,30157,,
2020,January,Richmond City,8214,16350,23674,,
2020,October,Charlotte County,834,1546,16493,,
2019,May,Orange County,287,712,9902,,0
2019,September,Henry County,2759,6083,46587.65,120,140
2020,November,Northumberland County,285,679,91416,,
2021,May,Scott County,383,776,24759.43,,0
2021,March,Rockingham County,1522,3481,97314.24,606,10183
2020,August,Henrico County,2437,16890,50777,,
2019,May,Gloucester County,728,2251,125166,60,2007
2020,April,Henry County,2388,5453,133110.91,816,5476
2020,November,Lee County,462,1267,24318.9,,0
2020,October,Essex County,306,672,32702,,
2020,April,Covington City,287,8430,42089.44,,0
2021,June,Bristol City,172,1244,3826,,0
2020,March,Surry County,83,138,8920,0,
2019,September,Botetourt County,176,561,5685.45,,0
2019,February,King and Queen,,,43178,,
2020,June,Isle of Wight County,665,1408,36649,60,0
2019,June,King George County,312,839,5988,,0
2019,September,Hopewell City,98,162,11679,,
2019,January,Albemarle County,2391,6992,184373.46,116,2834
2019,March,Essex County,57,196,,,
2021,January,Emporia City,77,111,15409,,
2019,August,Greene County,396,1150,43821.55,0,0
2019,September,Emporia City,0,0,0,,
2021,January,Fluvanna County,330,933,22271.33,,3420
2020,May,Pulaski County,1454,5590,23996.8,,0
2019,December,Fauquier County,859,1939,38118.12,,0
2019,August,Williamsburg City,323,923,53093,0,
2019,June,Charlotte County,737,1461,0,,
2020,August,Essex County,270,531,28034,,
2019,June,New Kent County,344,1153,0,,
2020,February,Franklin County,767,2162,54834.98,,0
2020,February,Loudoun County,1,1,,,
2020,November,Highland County,259,518,16305.62,,0
2020,September,Smyth County,578,1591,146302.38,224,4662
2020,March,Craig County,56,67,5897,38,0
2019,September,Essex County,298,664,23759,,
2019,September,Powhatan County,146,398,133511,,
2019,August,Craig County,61,128,8694,44,0
2020,May,Bedford County,919,2545,84825.9,,0
2019,October,Newport News City,2002,5205,422302,450,23263
2020,July,Pittsylvania County,,,0,0,0
2020,May,Tazewell County,1903,4424,54838.85,,0
2019,May,Highland County,194,365,8947,,0
2019,April,Highland County,199,367,14835.83,,0
2020,January,Lexington City,842,1859,39281.95,,0
2020,October,Arlington County,,,79297.30205,,5065
2020,November,Pittsylvania County,764,1796,40839.63,,0
2021,June,Waynesboro City,185,500,16807.87,0,0
2020,January,Halifax County,302,839,17291,,
2019,July,Nelson County,607,1082,34667.05,,726
2020,November,Colonial Heights City,64,143,38589,,
2019,September,Richmond City,0,16410,0,,
2019,July,Southampton County,529,1098,18694,0,0
2019,October,Norton City,864,2656,31434.4,,0
2019,February,Botetourt County,163,591,9141.7,,0
2019,March,Madison County,241,567,22697.81,,0
2021,March,Appomattox County,1149,1786,33293.77,,0
2021,June,Alexandria City,,,66568.60032,,14184
2020,April,King and Queen County,120,259,269487,,
2019,September,Buckingham County,861,1624,38704.24,,0
2020,November,Martinsville City,246,2601,20754.04,95,1181
2019,September,Bedford County,1133,3455,86429.9,24,6988
2021,January,Wythe County,590,1543,16093.73,,0
2020,July,Augusta County,1994,4856,164917.21,506,13241
2019,November,Richmond County,3,3,,,
2019,August,Buena Vista City,874,1335,33041.43,,0
2020,October,Franklin County,873,3061,102902.72,249,1695
2019,December,Powhatan County,175,459,80485,,
2021,January,Sussex County,146,370,6365,,
2020,April,PAGE COUNTY,370,708,28741.83,,0
2020,February,Portsmouth City,2102,7070,90868,560,12516
2019,November,Franklin County,904,2697,29501.65,,0
2019,January,Westmoreland County,41,92,1756,,0
2021,May,Giles County,113,113,12754,,0
2019,February,Henrico County,1354,10156,33855,,
2021,May,Essex County,214,471,27281,,
2019,June,Williamsburg City,304,762,37621,50,
2020,June,Middlesex County,518,760,12345,,
2020,August,Alexandria City,,,206628.6574,,
2020,February,King and Queen County,32,40,,,
2021,July,Tazewell County,1010,2445,36946.38,,0
2019,September,Shenandoah County,1407,3879,72822.37,,0
2019,April,Louisa County,1329,2645,34183,,
2020,November,Prince William County,,,1069764.957,,34769
2019,June,King William County,125,3064,15536,,
2019,May,Suffolk City,1968,4604,64467,250,3567
2019,January,King William County,3,10,,,
2020,February,Poquoson City,72,247,11833,0,
2019,June,Alexandria City,4,20,,,
2020,January,Charlotte County,760,1514,0,,
2019,February,James City County,284,871,56426,245,4461
2019,February,CLARKE COUNTY,187,365,17524.57,,0
2019,March,Dickenson County,896,1848,25777,,0
2020,October,Charlottesville City,1543,10295,43149.61,0,0
2020,December,Scott County,540,1147,37920.61,12,0
2019,January,Dinwiddie County,34,690,549,,
2019,September,Isle of Wight County,1369,3179,36268,0,904
2020,June,Charlottesville City,1766,9547,63109.57,,4831
2019,October,CLARKE COUNTY,172,324,7319.88,0,0
2020,July,Danville City,2135,4341,127667.78,,0
2021,January,Rockbridge County,166,3632,7191.63,,0
2019,February,Richmond County,4,11,316787,,
2019,March,Petersburg City,0,403,0,,
2019,December,New Kent County,457,1236,0,,
2020,July,Wythe County,697,1772,21224.53,,0
2020,May,Richmond City,0,8246,0,,
2020,January,Craig County,55,63,5598,38,0
2020,July,Grayson County,810,2204,36068.35,,0
2019,June,Amherst County,735,2354,94033.6,0,0
2019,March,Scott County,680,1453,30413.5,13,0
2019,March,Tazewell County,2468,5332,79511,40,213
2020,July,Culpeper County,540,1423,77961.59,,0
2019,November,Franklin City,1155,3097,30044,80,1144
2021,January,CLARKE COUNTY,116,254,6255,82,1179
2020,January,Buena Vista City,782,1385,19328.93,,0
2020,September,Giles County,224,283,7792,,0
2020,December,Wythe County,1020,2877,23613.14,,0
2020,June,Pittsylvania County,,,0,0,0
2019,December,Tazewell County,2131,4816,63174.7,40,0
2021,January,Patrick County,659,1554,11867.05,,0
2020,October,Hanover County,1015,2826,540,,
2019,April,Covington City,344,1245,33545.69,,0
2019,June,Pulaski County,891,5172,10190,,0
2019,August,King and Queen County,156,301,243806,,
2021,July,Roanoke City,3552,18299,388607.58,,11080
2019,November,Lynchburg City,2742,10999,193368.38,3303,25602
2021,May,Lexington City,552,1263,34218.98,,0
2019,January,Franklin County,744,2105,38927.25,,0
2020,October,Highland County,239,489,11743.6,,0
2020,March,Sussex County,235,394,9059,130,1797
2021,June,Greene County,614,1775,83071.46,,0
2021,September,Henry County,,,63875.45,,292
2020,February,Albemarle County,2265,5916,168267.2,88,2382
2020,March,Dinwiddie County,262,892,5390,,
2019,November,Floyd County,414,1045,17342.4,,0
2021,September,Lee County,183,411,17818.05,,1238
2019,February,Shenandoah County,915,2218,69063.6,,0
2019,August,Wythe County,1104,2878,24794.2,,0
2020,April,Gloucester County,519,1345,86025,60,
2019,February,STAUNTON CITY,617,5382,24711.64,,601
2019,June,Norton City,682,2143,21418.5,,0
2020,April,Amherst County,2,4,,,
2019,May,Appomattox County,767,1141,29100.4,,3347
2020,November,Hanover County,1057,3088,152,,
2021,March,Wise County,650,1603,50892.43,,0
2019,May,Mathews County,,,31776,0,
2019,October,Richmond County,1,1,,,
2020,March,Fairfax County,,,711023.1798,,19665
2019,October,Hampton City,1813,4580,277326,410,14131
2019,November,Petersburg City,0,7288,0,,
2019,November,Powhatan County,180,474,99697,,
2020,July,Amelia County,167,398,7911,,
